変数情報
変数	位置	ラベル
	2	非選択
	8	非該当
	9	無回答
LQ56_3I	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3J	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3K	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3L	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3M	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3N	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_3O	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ56_4	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	8	非該当
	9	無回答
LQ57_A	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_B	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_C	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_D	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_E	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_F	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_G	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_H	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_I	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_J	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_K	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_L	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_M	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_N	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_O	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_P	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_Q	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_R	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ57_S	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ58A	1	ない
	2	ある
	9	無回答
LQ58A_1	88	非該当
	99	無回答
LQ58A_2	88	非該当
	99	無回答
LQ58B	1	ない
	2	ある
	9	無回答
LQ58B_1	88	非該当
	99	無回答
LQ58B_2	88	非該当
	99	無回答
LQ58C	1	ない
	2	ある
	9	無回答
LQ58C_1	88	非該当
	99	無回答
LQ58C_2	88	非該当
	99	無回答
LQ59A	9999	 無回答
LQ59B	9999	 無回答
LQ59C	9999	 無回答
LQ60A	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
LQ60B	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
LQ60C	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
LQ61A	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ61B	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ61C	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ61D	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ61E	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ61F	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
LQ62A	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
LQ62B	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
LQ62C	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
LQ62D	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
LQ64	1	豊か
	2	やや豊か
	3	ふつう
	4	やや貧しい
	5	貧しい
	6	わからない
	9	無回答
LQ65	1	上の方
	2	やや上の方
	3	真ん中あたり
	4	やや下の方
	5	下の方
	6	わからない
	9	無回答
LQ66_A	1	〇選択
	2	非選択
	9	無回答
LQ66_B	1	〇選択
	2	非選択
	9	無回答
LQ66_C	1	〇選択
	2	非選択
	9	無回答
LQ66_D	1	〇選択
	2	非選択
	9	無回答
LQ66_E	1	〇選択
	2	非選択
	9	無回答
LQ66_F	1	〇選択
	2	非選択
	9	無回答
LQ66_G	1	〇選択
	2	非選択
	9	無回答
LQ66_H	1	〇選択
	2	非選択
	9	無回答
LQ66_I	1	〇選択
	2	非選択
	9	無回答
LQ66_J	1	〇選択
	2	非選択
	9	無回答
LQ66_K	1	〇選択
	2	非選択
	9	無回答
LQ66_L	1	〇選択
	2	非選択
	9	無回答
LQ66_M	1	〇選択
	2	非選択
	9	無回答
LQ66_N	1	〇選択
	2	非選択
	9	無回答
LQ66_O	1	〇選択
	2	非選択
	9	無回答
LQ66_P	1	〇選択
	2	非選択
	9	無回答
LQ66_Q	1	〇選択
	2	非選択
	9	無回答
LQ66_R	1	〇選択
	2	非選択
	9	無回答
LQ66_S	1	〇選択
	2	非選択
	9	無回答
LQ66_T	1	〇選択
	2	非選択
	9	無回答
LQ67	0	0冊（家に本は無かった）
	1	10冊以下
	2	11冊～25冊
	3	26冊～50冊
	4	51冊～100冊
	5	101冊～200冊
	6	201冊～500冊
	7	501冊以上
	8	わからない
	9	無回答
LQ68_A	1	選択
	2	非選択
	9	無回答
LQ68_B	1	選択
	2	非選択
	9	無回答
LQ68_C	1	選択
	2	非選択
	9	無回答
LQ68_D	1	選択
	2	非選択
	9	無回答
LQ68_E	1	選択
	2	非選択
	9	無回答
LQ68_F	1	選択
	2	非選択
	9	無回答
LQ69	1	暖かい雰囲気だった
	2	どちらかというと暖かい雰囲気だった
	3	どちらかというと暖かい雰囲気ではなかった
	4	暖かい雰囲気ではなかった
	9	無回答
LQ70	1	中学校まで
	2	高校まで
	3	専門学校まで
	4	短大・高専まで
	5	大学まで
	6	大学院まで
	7	その他
	8	何も考えていなかった
	9	無回答
LQ71	1	はい
	2	いいえ
	9	無回答
LQ71_A	88	非該当
	99	無回答
LQ71_B	88	非該当
	99	無回答
LQ71_C	88	非該当
	99	無回答
LQ71_D	88	非該当
	99	無回答
LQ72A	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	9	無回答
LQ72B	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	9	無回答
LQ72C	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	9	無回答
LQ73	1	卒業した
	2	中退した
	3	在学中
	9	無回答
LQ73A	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
LQ73M	0	月のみ無回答
	88	非該当
	99	無回答
LQ73Y	888	非該当
	999	無回答
LQ74_1	1	経営者、役員
	2	正社員・正職員
	3	パート・アルバイト(学生アルバイトを含む)・契約・臨時・嘱託
	4	派遣社員
	5	請負社員
	6	自営業主、自由業者
	7	家族従業者
	8	内職
	9	その他
	10	一度も仕事についたことがない
	88	非該当
	99	無回答
LQ74_2	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	88	非該当
	99	無回答
lq74_2c	501	自然科学系研究者
	502	人文科学系研究者
	503	機械・電気・化学技術者
	504	建築・土木技術者
	505	農林技術者
	506	情報処理技術者
	507	その他の技師・技術者
	508	医師
	509	歯科医師
	510	薬剤師
	511	助産婦
	512	保健婦
	513	栄養士
	514	看護婦、看護士
	515	あん摩・はり・きゅう師、柔道整復師
	516	その他の保健医療従事者
	517	裁判官、検察官、弁護士
	518	その他の法務従事者
	519	公認会計士、税理士
	520	幼稚園教員
	521	小学校教員
	522	中学校教員
	523	高等学校教員
	524	大学教員
	525	盲・ろう・養護学校教員
	526	その他の教員
	527	宗教家
	528	文芸家、著述家
	529	記者、編集者
	530	彫刻家、画家、工芸美術家
	531	デザイナー
	532	写真家、カメラマン
	533	音楽家（個人に教授するものを除く）
	534	俳優、舞踊家、演芸家（個人に教授するものを除く）
	535	職業スポーツ家（個人に教授するものを除く）
	536	獣医師
	537	保母、保父
	538	社会福祉事業専門職員
	539	個人教師
	540	不動産鑑定士
	541	経営コンサルタント
	542	アナウンサー（ラジオ・テレビ）
	543	図書館司書
	544	その他の専門的・技術的職業従事者
	545	管理的公務員
	546	国会議員
	547	地方議員
	548	会社役員
	549	その他の法人・団体の役員
	550	会社・団体等の管理職員
	551	駅長、区長
	552	郵便局長、電報・電話局長
	553	その他の管理的職業従事者
	554	総務・企画事務員
	555	受付・案内事務員
	556	出荷・受荷事務員
	557	営業・販売事務員
	558	その他の一般事務員
	559	会計事務員
	560	郵便・通信事務員
	561	集金人
	562	その他の外勤事務従事者
	563	運輸事務員
	564	速記者、タイピスト、キーパンチャー
	565	電子計算機等操作員
	566	小売店主
	567	卸売店主
	568	飲食店主
	569	販売店員
	570	行商人、呼売人、露天商人
	571	再生資源卸売人・回収人
	572	商品仲立人
	573	外交員（保険、不動産を除く）
	574	保険代理人・外交員
	575	不動産仲買人・売買人
	576	質屋店主・店員
	577	その他の販売類似職業従事者
	578	女中、家政婦、家事サービス職業従事者
	579	理容師、美容師
	580	クリーニング職、洗張職
	581	料理人
	582	バーテンダー
	583	給仕係
	584	スチュワーデス、スチュワード
	585	接客社交係
	586	娯楽場等の接客員
	587	旅行・観光案内人
	588	その他の個人サービス職業従事者
	589	旅館主人・番頭、ホテル支配人
	590	下宿・アパートの管理人、舎監、寮母
	591	ファッションモデル
	592	その他のサービス職業従事者
	593	自衛官
	594	警察官、海上保安官、鉄道公安員
	595	消防員
	596	看守、守衛、監視員
	597	その他の保安職業従事者
	598	旧職業軍人
	599	農耕・養蚕作業者
	600	植木職、造園師
	601	畜産作業者
	602	林業作業者
	603	その他の農林業作業者
	604	漁業作業者
	605	漁船の船長・航海士・機関長・機関士
	606	電車・機関車運転士
	607	自動車運転者
	608	船長・航海士（漁船を除く）、水先人
	609	船舶機関長・機関士（漁船を除く）
	610	航空機操縦士、航空士、航空機関士
	611	車掌
	612	鉄道員
	613	船員
	614	その他の運輸従事者
	615	無線通信士、無線技術士
	616	有線通信士
	617	電話交換手
	618	郵便・電報外務員
	619	その他の通信従事者
	620	採鉱員、採炭員
	621	石切出作業者
	622	その他の採掘作業者
	623	陶磁器工、絵付作業者
	624	石工
	625	ガラス・セメント製品製造作業者
	626	その他の窯業・土石製品製造作業者
	627	製銑工、製鋼工、精錬工
	628	鋳物工、鍛造工、金属材料製造作業者
	629	化学製品製造作業者
	630	金属工作機械工、めっき工、金属加工作業者
	631	鉄工、板金工
	632	金属溶接工
	633	一般機械組立工・修理工
	634	電気機械器具組立工・修理工
	635	自動車組立工・整備工
	636	鉄道車両組立工・修理工
	637	船舶ぎ装工（他に分類されない）
	638	航空機組立工・整備工
	639	自転車組立工・修理工
	640	その他の輸送機械組立・修理作業者
	641	時計組立工・修理工
	642	光学機械・精密機械器具組立工・修理工
	643	精穀工、製粉工
	644	パン・菓子・めん類・豆腐製造工
	645	味噌・醤油・缶詰食品・乳製品製造工、飲食料品製造作業者
	646	たばこ製造工
	647	酒類製造工
	648	製糸作業者
	649	織布工、紡織作業者
	650	漂白工、染色工
	651	洋服・和服仕立職
	652	縫製工、裁断工
	653	製材工、木工
	654	指物職、家具職、建具職
	655	船大工
	656	おけ職、木・竹・草・つる製品製造作業者
	657	製紙工、紙器製造工、パルプ・紙・紙製品製造作業者
	658	印刷・製本作業者
	659	ゴム・プラスチック製品製造作業者
	660	くつ製造工・修理工、かわ・かわ製品製造作業者
	661	塗装工、画工、看板工
	662	漆塗師、まき絵師
	663	表具師、内張工
	664	和がさ・ちょうちん・うちわ職
	665	貴金属・宝石・甲・角等細工工
	666	印判師
	667	洋傘組立工
	668	かばん・袋物製造工
	669	がん具製造工
	670	製図工、現図工
	671	映写技士
	672	その他の技能工・生産工程作業者
	673	汽かん士、汽かん火夫
	674	起重機・建設機械運転作業者
	675	その他の定置機関運転作業者
	676	発電員、変電員
	677	電気工事・電話工事作業者
	678	土木・建築請負師
	679	左官、とび職
	680	れんが積工、配管工
	681	畳職
	682	土工、道路工夫
	683	鉄道線路工夫
	684	現場監督、その他の建設作業者
	685	倉庫夫、仲仕
	686	運搬労務者
	687	清掃員
	688	その他の労務作業者
	689	分類不能の職業
	690	旧地主
	691	名目上の役員
	701	スーパー等のレジスター係・キャッシャー
	702	大工
	703	教員
	704	製品製造作業者
	705	会社員
	706	宅配便の配達
	707	自営業
	801	介護員、ヘルパー
	802	その他医療・福祉サービス職従事者
	803	雇われている販売店長
	804	雇われている飲食店長
	986	無職
	987	兵役
	988	大学生、短大生
	989	大学院生
	990	その他の生徒・学生
	991	分類不能の生徒・学生
	998	非該当
	999	不明、無回答
lq74_2l	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	10	農林
	88	非該当
	99	無回答
LQ74_3	1	役職なし
	2	監督、職長、班長、組長
	3	係長、係長相当職
	4	課長、課長相当職
	5	部長、部長相当職
	6	社長、重役、役員、理事
	7	その他
	8	非該当
	9	無回答
LQ74_4A	88	非該当
	99	無回答
LQ74_4B	88	非該当
	99	無回答
lq74_5c	10	農業
	20	林業
	30	漁業
	40	鉱業
	50	建設業
	60	製造業
	70	電気・ガス・熱供給・水道業
	81	運輸業
	82	旅行業
	91	卸売業
	92	小売業
	93	飲食店
	100	金融・保険業
	110	不動産業
	121	新聞・放送・出版業，映画制作業
	122	広告業
	131	情報・通信サービス業
	132	郵貯・簡保
	140	医療・福祉サービス業
	150	教育・研究サービス業
	160	法律・会計サービス業
	171	その他のサービス業
	172	学習塾・教養技能・健康
	180	公務
	190	分類不能の産業
	980	無職・兵役・学生・非該当
	990	無回答・不明
LQ74_6	1	１人
	2	２～４人、
	3	５～９人
	4	１０～２９人
	5	３０～９９人
	6	１００～２９９人
	7	３００～９９９人
	8	１０００人以上
	9	官公庁
	10	わからない
	88	非該当
	99	無回答
LQ74_7A	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7B	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7C	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7D	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7E	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7F	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7G	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7H	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7I	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7J	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7K	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7L	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_7M	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ74_8_1A	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
LQ74_8_1Y	888	非該当
	999	無回答
LQ74_8_1M	0	月のみ無回答
	88	非該当
	99	無回答
LQ74_8_2	1	続けている
	2	続けていない
	8	非該当
	9	無回答
LQ74_8_2A	1	西暦
	2	昭和
	3	平成
	7	初職が調査時まで継続
	8	非該当
	9	無回答
LQ74_8_2Y	777	初職が調査時まで継続
	888	非該当
	999	無回答
LQ74_8_2M	0	月のみ無回答
